City,Latitude,Longitude,Region,Country,Nwind_speed,AirQuality,WaterPollution,RealWater,wind_speed,wind_direction
Clayton,38.6425518,-90.3237263,Missouri,United States of America,46.3,87.5,50,50,4.63,120
Sao Caetano do Sul,-23.6164434,-46.567958,Sao Paulo,Brazil,46.3,37.5,50,50,4.63,330
Okara,30.8138017,73.4533779,Punjab,Pakistan,34.1,75,50,50,3.41,241
Vero Beach,27.6386434,-80.3972736,Florida,United States of America,46.3,93.75,62.5,37.5,4.63,150
Lawrenceville,33.9562149,-83.9879625,Georgia,United States of America,51.4,100,0,100,5.14,100
Weatherford,32.7592955,-97.7972544,Texas,United States of America,17.9,100,0,100,1.79,178
Del Rio,29.3708857,-100.8958674,Texas,United States of America,41.2,100,25,75,4.12,160
Warrenton,38.7134516,-77.7952712,Virginia,United States of America,30.9,100,0,100,3.09,190
Sheikhupura,31.7166617,73.9850243,Punjab,Pakistan,30.3,50,100,0,3.03,265
Mansfield,32.5631924,-97.1416768,Texas,United States of America,66.9,90,0,100,6.69,150
Whakatane,-37.9585311,176.9822259,Bay of Plenty Region,New Zealand,31.3,100,37.5,62.5,3.13,69
Negril,18.2683058,-78.3472424,Cornwall County,Jamaica,74.5,100,75,25,7.45,146
Skardu,35.3247102,75.5509602,Gilgit-Baltistan,Pakistan,7.7,100,75,25,0.77,340
Jeffersonville,38.2775702,-85.7371847,Indiana,United States of America,30.9,87.5,50,50,3.09,170
Lake Worth,32.8097891,-97.4427659,Texas,United States of America,77.2,100,100,0,7.72,150
Kawthaung,9.9958108,98.5528746,Tanintharyi Region,Myanmar,34.7,50,50,50,3.47,203
Katy,29.7857765,-95.8245093,Texas,United States of America,72,60,50,50,7.2,180
McLean,35.2325495,-100.5998558,Texas,United States of America,63.2,100,25,75,6.32,82
Leander,30.5788055,-97.8530686,Texas,United States of America,46.3,100,0,100,4.63,200
San Marcos,29.8832749,-97.9413941,Texas,United States of America,72,100,0,100,7.2,170
League City,29.5074538,-95.0949303,Texas,United States of America,61.7,75,25,75,6.17,170
Chilliwack,49.1579401,-121.9514666,British Columbia,Canada,15.4,79.54545455,16.66666667,83.33333333,1.54,130
Pullman,46.7297771,-117.1817377,Washington,United States of America,62.6,100,0,100,6.26,257
Catanduva,-21.1374204,-48.973923,Sao Paulo,Brazil,29.2,37.5,50,50,2.92,36
Mansfield,40.75839,-82.5154471,Ohio,United States of America,72,75,25,75,7.2,160
Krasnik,50.9232831,22.226957,Lublin Voivodeship,Poland,33.4,50,50,50,3.34,136
Fort Dodge,42.4974694,-94.1680158,Iowa,United States of America,40.3,25,75,25,4.03,39
Lakeville,44.6496868,-93.24272,Minnesota,United States of America,36,100,50,50,3.6,50
Titusville,28.6122187,-80.8075537,Florida,United States of America,46.3,100,25,75,4.63,130
Lakewood,47.1717649,-122.518458,Washington,United States of America,30.9,100,75,25,3.09,290
Longview,46.1381676,-122.9381672,Washington,United States of America,20.6,0,75,25,2.06,300
Oxford,34.3668299,-89.518635,Mississippi,United States of America,46.3,100,0,100,4.63,190
Lima,40.742551,-84.1052256,Ohio,United States of America,62.6,75,50,50,6.26,198
Nisko,50.52001,22.13955,Podkarpackie Voivodeship,Poland,34.3,62.5,50,50,3.43,117
Fort Walton Beach,30.4200708,-86.6170308,Florida,United States of America,61.7,100,50,50,6.17,160
Paducah,37.0833893,-88.6000478,Kentucky,United States of America,25.7,85.71428571,62.5,37.5,2.57,100
Coon Rapids,45.1732394,-93.3030063,Minnesota,United States of America,22.4,100,50,50,2.24,0
Traverse City,44.7630567,-85.6206317,Michigan,United States of America,25.7,75,25,75,2.57,290
Patos de Minas,-18.5961683,-46.5150076,Minas Gerais,Brazil,20.5,25,50,50,2.05,357
Tebessa,35.4010797,8.1172958,Tebessa Province,Algeria,56.6,100,0,100,5.66,140
Rocklin,38.7907339,-121.2357828,California,United States of America,30.9,100,0,100,3.09,280
Sheboygan,43.7508284,-87.71453,Wisconsin,United States of America,36,100,0,100,3.6,60
Marina,36.6844029,-121.802173,California,United States of America,51.4,100,50,50,5.14,330
Sebring,27.495592,-81.440907,Florida,United States of America,51.4,25,50,50,5.14,250
Morecambe,54.074166,-2.864968,England,United Kingdom,17.9,100,25,75,1.79,225
Alexandria,31.3112936,-92.4451371,Louisiana,United States of America,46.3,100,50,50,4.63,180
Jackson,35.6145169,-88.8139469,Tennessee,United States of America,20.6,96.875,12.5,87.5,2.06,110
Nikaia,37.9701123,23.6423642,Attica Region,Greece,30.9,33.33333333,0,100,3.09,290
Eden Prairie,44.8546856,-93.470786,Minnesota,United States of America,30.9,91.66666667,8.333333333,91.66666667,3.09,50
Clovis,34.4047987,-103.2052272,New Mexico,United States of America,30.9,0,100,0,3.09,110
Fond du Lac,43.7730448,-88.4470508,Wisconsin,United States of America,46.3,75,75,25,4.63,20
Vernon,50.2670137,-119.2720107,British Columbia,Canada,10.3,72.5,54.16666667,45.83333333,1.03,290
Lloydminster,53.2779625,-110.0061451,Alberta,Canada,72,60.71428571,27.77777778,72.22222222,7.2,110
Konstancin-Jeziorna,52.0938717,21.117722,Masovian Voivodeship,Poland,30.9,35,45.83333333,54.16666667,3.09,140
Chrudim,49.9497244,15.7950578,,Czech Republic,10.3,100,50,50,1.03,0
Litvinov,50.5984262,13.610242,,Czech Republic,12.1,62.5,50,50,1.21,282
Trinec,49.677631,18.6707901,,Czech Republic,19.2,50,50,50,1.92,171
New Port Richey,28.2441768,-82.7192671,Florida,United States of America,22.4,50,0,100,2.24,298
Jupiter,26.9342246,-80.0942087,Florida,United States of America,26.8,100,25,75,2.68,118
Jacksonville,34.7540524,-77.4302414,North Carolina,United States of America,36,100,0,100,3.6,130
Lousada,41.2774793,-8.2837376,Porto,Portugal,8.1,75,50,50,0.81,257
Lebanon,39.4353373,-84.2029922,Ohio,United States of America,61.7,100,50,50,6.17,160
Miri,4.399493,113.9913832,Sarawak,Malaysia,15.4,75,57.14285714,42.85714286,1.54,0
Swords,53.4557467,-6.2197406,,Ireland,30.9,50,0,100,3.09,100
Malahide,53.4509236,-6.1501378,,Ireland,30.9,75,25,75,3.09,100
Slidell,30.2751945,-89.7811745,Louisiana,United States of America,41.2,50,100,0,4.12,180
Torrington,42.0624646,-104.1843942,Wyoming,United States of America,20.6,90,75,25,2.06,0
Longmont,40.1672068,-105.1019275,Colorado,United States of America,30.9,0,75,25,3.09,110
East Orange,40.767323,-74.2048677,New Jersey,United States of America,61.7,100,75,25,6.17,190
Polaniec,50.43302,21.28065,Swietokrzyskie Voivodeship,Poland,4.5,50,50,50,0.45,90
Sao Bras de Alportel,37.152576,-7.8890523,,Portugal,30.9,100,50,50,3.09,340
Foster City,37.5585465,-122.2710788,California,United States of America,77.2,100,0,100,7.72,280
Statesboro,32.4487876,-81.7831674,Georgia,United States of America,25.7,75,41.66666667,58.33333333,2.57,140
DeLand,29.028318,-81.3031179,Florida,United States of America,30.9,81.25,25,75,3.09,100
Stockton-on-Tees,54.5704551,-1.3289821,England,United Kingdom,30.9,100,50,50,3.09,360
Encamp,42.5362652,1.5830224,Encamp,Andorra,21.7,50,25,75,2.17,353
Grand Junction,39.0638705,-108.5506486,Colorado,United States of America,35.8,85.41666667,18.75,81.25,3.58,279
Vanderbijlpark,-26.7034204,27.8076959,Gauteng,South Africa,20.3,11.66666667,89.58333333,10.41666667,2.03,146
North Platte,41.1402759,-100.7601454,Nebraska,United States of America,35.8,100,25,75,3.58,273
Playa del Carmen,20.6295586,-87.0738851,Quintana Roo,Mexico,32.4,87.5,62.5,37.5,3.24,120
Troy,42.6064095,-83.1497751,Michigan,United States of America,30.9,62.5,25,75,3.09,210
Sakai,36.1667303,136.2314917,Fukui Prefecture,Japan,39.7,75,50,50,3.97,319
Maia,41.2278891,-8.621049,Porto,Portugal,36,89.28571429,0,100,3.6,330
Seixal,38.6410676,-9.0975,Setubal,Portugal,56.6,37.5,50,50,5.66,310
Weston,26.1003654,-80.3997748,Florida,United States of America,31.3,100,0,100,3.13,169
Portoviejo,-1.054723,-80.4524903,Manabi Province,Ecuador,46.7,62.5,50,50,4.67,316
Manta,-0.9676533,-80.7089101,Manabi Province,Ecuador,36,68.18181818,70,30,3.6,280
Broumov,50.5856582,16.3318151,,Czech Republic,11.5,75,50,50,1.15,164
Mesquite,36.805531,-114.06719,Nevada,United States of America,36,100,0,100,3.6,243
Timmins,48.4758208,-81.3304953,Ontario,Canada,36,75,45,55,3.6,210
Corner Brook,48.9489967,-57.9502726,Newfoundland and Labrador,Canada,34.2,93.75,0,100,3.42,310
Ciudad del Carmen,18.6504879,-91.8074586,Campeche,Mexico,32.3,66.66666667,66.66666667,33.33333333,3.23,30
Canmore,51.0899934,-115.3441856,Alberta,Canada,41.2,100,25,75,4.12,220
Grays,51.4784037,0.3230151,England,United Kingdom,9.1,0,100,0,0.91,318
Chalandri,38.0213307,23.7986297,Attica Region,Greece,84.9,75,0,100,8.49,66
Novi,42.48059,-83.4754913,Michigan,United States of America,4.5,100,0,100,0.45,263
Mardan,34.1986394,72.0404293,Khyber Pakhtunkhwa,Pakistan,27.6,75,33.33333333,66.66666667,2.76,33
Brunswick,31.1499528,-81.4914894,Georgia,United States of America,41.2,78.125,37.5,62.5,4.12,20
Opoczno,51.3753379,20.2787631,Lodz Voivodeship,Poland,25,0,75,25,2.5,222
Rangpur,25.7438916,89.275227,Rangpur Division,Bangladesh,33.5,25,62.5,37.5,3.35,134
Corby,52.4922983,-0.6842333,England,United Kingdom,20.2,65,25,75,2.02,271
Tawau,4.244651,117.8911861,Sabah,Malaysia,11.3,100,100,0,1.13,347
Long Branch,40.3042778,-73.9923596,New Jersey,United States of America,46.3,75,25,75,4.63,150
San Luis Rio Colorado,32.4518877,-114.771711,Sonora,Mexico,40,100,50,50,4,177
Monroe,41.9164343,-83.3977101,Michigan,United States of America,41.2,100,25,75,4.12,210
Mossel Bay,-34.1747356,22.0834066,Western Cape,South Africa,31.8,100,0,100,3.18,45
Listowel,52.4460488,-9.4853655,,Ireland,4.9,100,0,100,0.49,271
Cumbernauld,55.945668,-3.992534,Scotland,United Kingdom,27.8,87.5,0,100,2.78,89
Dalton,34.7698021,-84.9702228,Georgia,United States of America,20.6,100,25,75,2.06,170
Criuleni,47.2136114,29.1557519,Criuleni District,Moldova,29.8,50,75,25,2.98,26
Kumba,4.6333268,9.4450439,Southwest,Cameroon,11.6,75,50,50,1.16,298
Mansa,-11.1892053,28.8888064,Luapula Province,Zambia,51.4,75,25,75,5.14,131
Narok,-1.0875428,35.8770642,,Kenya,15.6,50,100,0,1.56,121
Buckie,57.677392,-2.967311,Scotland,United Kingdom,26.2,75,0,100,2.62,39
Humpolec,49.5415238,15.3593232,,Czech Republic,17,100,50,50,1.7,258
Vlasim,49.7063276,14.8988102,,Czech Republic,12.6,100,50,50,1.26,240
Krabi,8.0862997,98.9062835,Krabi,Thailand,5.1,100,50,50,0.51,0
Burton upon Trent,52.8140281,-1.6371359,England,United Kingdom,16,0,25,75,1.6,281
Summit,40.7146376,-74.3646122,New Jersey,United States of America,61.7,37.5,62.5,37.5,6.17,190
Wokingham,51.410457,-0.833861,England,United Kingdom,10.3,91.66666667,0,100,1.03,170
Goole,53.7044721,-0.874562,England,United Kingdom,26.2,25,50,50,2.62,343
Dalby,-27.182006,151.2620588,Queensland,Australia,34.3,100,50,50,3.43,216
Temirtau,50.0509609,72.9660737,Karaganda Region,Kazakhstan,36.9,0,75,25,3.69,139
Hilton Head Island,32.216316,-80.752608,South Carolina,United States of America,22.4,100,25,75,2.24,136
North Vancouver,49.3199816,-123.0724139,British Columbia,Canada,25.7,92.64705882,13.46153846,86.53846154,2.57,180
Ifrane,33.5228062,-5.1109552,Fes-Meknes,Morocco,24.6,100,12.5,87.5,2.46,18
Masaya,11.9704485,-86.0886366,Masaya Department,Nicaragua,26.7,50,100,0,2.67,214
Cotacachi,0.3071217,-78.2647004,Imbabura Province,Ecuador,13.9,100,0,100,1.39,343
Middelburg,-31.4951138,25.0060674,Eastern Cape,South Africa,29.7,54.16666667,100,0,2.97,298
New Bern,35.108493,-77.0441143,North Carolina,United States of America,46.3,100,50,50,4.63,150
Queluz,38.7573981,-9.2587453,Lisbon,Portugal,98.3,50,0,100,9.83,360
Eluru,16.7106604,81.0952431,Andhra Pradesh,India,30.4,54.16666667,57.14285714,42.85714286,3.04,222
Alpharetta,34.0753762,-84.2940899,Georgia,United States of America,28.7,62.5,37.5,62.5,2.87,148
Radcliff,37.8403456,-85.9491298,Kentucky,United States of America,87.5,87.5,50,50,8.75,210
Cumming,34.2073196,-84.1401926,Georgia,United States of America,24.7,58.33333333,41.66666667,58.33333333,2.47,158
Ironton,38.5367471,-82.6829406,Ohio,United States of America,56.6,100,50,50,5.66,160
Midland,43.6155825,-84.2472116,Michigan,United States of America,36,95,33.33333333,66.66666667,3.6,140
Palakkad,10.7867303,76.6547932,Kerala,India,29.2,86.53846154,54.16666667,45.83333333,2.92,267
Fort Saskatchewan,53.6963182,-113.2163763,Alberta,Canada,58.1,75,12.5,87.5,5.81,62
Esteli,13.0851139,-86.3630197,Esteli Department,Nicaragua,22.1,75,50,50,2.21,206
Muswellbrook,-32.2633134,150.8888195,New South Wales,Australia,28.6,87.5,50,50,2.86,332
Roznov pod Radhostem,49.4585261,18.1430308,,Czech Republic,13.7,100,50,50,1.37,149
Clitheroe,53.871098,-2.393083,England,United Kingdom,8.4,100,0,100,0.84,311
Otrokovice,49.2099156,17.5307761,,Czech Republic,12.6,75,50,50,1.26,90
Smithers,54.782355,-127.1685541,British Columbia,Canada,10.3,100,50,50,1.03,0
Ipswich,-27.614614,152.7608421,Queensland,Australia,13.7,50,75,25,1.37,262
Valdosta,30.8327022,-83.2784851,Georgia,United States of America,41.2,100,50,50,4.12,60
Hobbs,32.7026116,-103.1360403,New Mexico,United States of America,31.3,100,50,50,3.13,51
Deal,51.222491,1.401661,England,United Kingdom,18.4,50,25,75,1.84,264
Yiwu,29.3055799,120.0746799,Zhejiang,People's Republic of China,11.4,0,50,50,1.14,208
Taiping,4.851932,100.7416339,Perak,Malaysia,11.1,0,25,75,1.11,59
Princes Town,10.2659505,-61.3764381,Princes Town,Trinidad and Tobago,39.3,0,100,0,3.93,103
Langley,48.0400945,-122.406257,Washington,United States of America,17.9,100,0,100,1.79,354
Nakhon Si Thammarat,8.4324831,99.9599033,Nakhon Si Thammarat,Thailand,12.8,100,25,75,1.28,262
Nakhon Sawan,15.6987382,100.11996,Nakhon Sawan,Thailand,28.6,30.55555556,41.66666667,58.33333333,2.86,253
Lampang,18.2855395,99.5127895,Lampang,Thailand,13.1,12.5,50,50,1.31,190
Sakon Nakhon,17.1664211,104.1486055,Sakon Nakhon,Thailand,18.5,0,100,0,1.85,215
Durango,37.27528,-107.8800667,Colorado,United States of America,51.4,75,0,100,5.14,250
Farmington,36.7280583,-108.2186856,New Mexico,United States of America,22.4,95,50,50,2.24,225
Rourkela,22.260423,84.8535844,Odisha,India,16,33,58.33333333,41.66666667,1.6,163
Drumheller,51.4619484,-112.7107576,Alberta,Canada,36,100,0,100,3.6,160
Spruce Grove,53.5411191,-113.9101292,Alberta,Canada,20.6,100,0,100,2.06,100
Rymarov,49.9318266,17.2717728,,Czech Republic,7.8,87.5,50,50,0.78,53
Nan,18.7838757,100.7789631,Nan,Thailand,8.7,25,50,50,0.87,160
Ormoc,11.0384275,124.6192702,,Philippines,5.6,62.5,62.5,37.5,0.56,160
Rayong,12.6813957,101.2816261,Rayong,Thailand,36.5,43.75,75,25,3.65,261
Bilovec,49.7563861,18.0158193,,Czech Republic,10.3,62.5,50,50,1.03,0
Welkom,-28.0045655,26.7732162,Free State,South Africa,18,75,100,0,1.8,166
Prince Rupert,54.3150367,-130.3208187,British Columbia,Canada,108,100,58.33333333,41.66666667,10.8,140
Klerksdorp,-26.8598225,26.6317514,North West,South Africa,15.9,75,75,25,1.59,145
Santo Domingo,-0.2538414,-79.1763307,Santo Domingo de los Tsachilas Province,Ecuador,15.6,0,50,50,1.56,305
Lower Hutt,-41.212695,174.8996648,Wellington Region,New Zealand,77.2,100,20.83333333,79.16666667,7.72,20
Hastings,-39.6302214,176.8304088,Hawke's Bay Region,New Zealand,28.1,85,56.25,43.75,2.81,31
Porirua,-41.1380517,174.8472141,Wellington Region,New Zealand,73.6,100,75,25,7.36,16
Yixing,31.3404199,119.82346,Jiangsu,People's Republic of China,29.2,0,50,50,2.92,338
Changshu,31.6538099,120.75224,Jiangsu,People's Republic of China,42.9,0,50,50,4.29,354
Jiangyin,31.9191899,120.28432,Jiangsu,People's Republic of China,40.2,0,50,50,4.02,351
Williamsport,41.2411897,-77.0010786,Pennsylvania,United States of America,25.7,100,0,100,2.57,0
Timaru,-44.3903881,171.2372756,Canterbury Region,New Zealand,28.8,54.16666667,75,25,2.88,345
Hinton,53.3991473,-117.5793932,Alberta,Canada,26.7,100,50,50,2.67,360
Sheridan,44.7971939,-106.9561791,Wyoming,United States of America,15.4,95.83333333,12.5,87.5,1.54,30
Cholpon-Ata,42.6503176,77.0852258,Issyk-Kul Region,Kyrgyzstan,10.2,75,50,50,1.02,27
Kokopo,-4.3499796,152.2714594,,Papua New Guinea,20.5,75,50,50,2.05,196
Popondetta,-8.7613025,148.2377126,Oro Province,Papua New Guinea,13.3,50,100,0,1.33,201
Courtenay,49.6841391,-124.9904493,British Columbia,Canada,41.2,85.71428571,33.33333333,66.66666667,4.12,160
Isa Town,26.1649885,50.5653065,Central Governorate,Bahrain,15.4,25,87.5,12.5,1.54,140
Cold Lake,54.4642591,-110.1732522,Alberta,Canada,66.9,96.875,37.5,62.5,6.69,110
Owen Sound,44.5690305,-80.9405602,Ontario,Canada,26.5,100,25,75,2.65,168
Paarl,-33.7342304,18.9621091,Western Cape,South Africa,25.3,100,0,100,2.53,100
Samos,37.7559533,26.9761997,North Aegean Region,Greece,8.9,100,0,100,0.89,325
Butterworth,5.4380309,100.388192,Penang,Malaysia,26.8,25,25,75,2.68,80
Selkirk,50.1435276,-96.8754295,Manitoba,Canada,50.4,100,0,100,5.04,10
Comox,49.6735133,-124.9282659,British Columbia,Canada,41.2,87.5,50,50,4.12,160
Rochester,42.680588,-83.1338214,Michigan,United States of America,30.9,100,0,100,3.09,210
Fairborn,39.8208925,-84.0193789,Ohio,United States of America,87.5,87.5,50,50,8.75,190
San Martin de los Andes,-40.1572103,-71.3524436,Neuquen Province,Argentina,44.1,100,75,25,4.41,279
Moose Jaw,50.3915811,-105.5348562,Saskatchewan,Canada,66.9,91.66666667,33.33333333,66.66666667,6.69,110
Uitenhage,-33.768717,25.4141193,Eastern Cape,South Africa,9.2,100,0,100,0.92,310
Rongcheng,37.1652299,122.48628,Shandong,People's Republic of China,40.6,12.5,50,50,4.06,319
Mirpur Khas,25.5065301,69.0135706,Sindh,Pakistan,81.4,0,100,0,8.14,230
Rio Tinto,41.1811059,-8.565452,Porto,Portugal,36,100,75,25,3.6,330
Terrace,54.5181925,-128.603154,British Columbia,Canada,56.6,91.66666667,0,100,5.66,190
Port Mathurin,-19.6795306,63.4286929,,Mauritius,92,75,87.5,12.5,9.2,103
Ypsilanti,42.2411499,-83.6129939,Michigan,United States of America,56.6,75,66.66666667,33.33333333,5.66,220
Port Alberni,49.2338882,-124.8055494,British Columbia,Canada,17.9,83.33333333,0,100,1.79,180
Lin'an,30.2338299,119.7248,Zhejiang,People's Republic of China,9.9,0,50,50,0.99,5
Drayton Valley,53.2214873,-114.9766641,Alberta,Canada,26.4,100,50,50,2.64,73
San Fernando,10.3015828,-61.4490453,,Trinidad and Tobago,47.4,50,55,45,4.74,103
Lisle,41.801141,-88.0747875,Illinois,United States of America,46.3,100,0,100,4.63,210
Wangaratta,-36.3649306,146.3149259,Victoria,Australia,36,100,25,75,3.6,290
Valladolid,20.68964,-88.2022488,Yucatan,Mexico,21.1,100,0,100,2.11,96
Clifden,53.4891345,-10.0202388,Connacht,Ireland,30,100,50,50,3,106
Franschhoek,-33.8974833,19.1523292,Western Cape,South Africa,17.3,50,75,25,1.73,63
Pathanamthitta,9.2647582,76.7870414,Kerala,India,6.8,89.70588235,38.63636364,61.36363636,0.68,157
Jaunpur,25.7464145,82.6837033,Uttar Pradesh,India,45.3,50,62.5,37.5,4.53,112
Nong Khai,17.8782803,102.7412638,Nong Khai,Thailand,9.8,50,37.5,62.5,0.98,308
Salinas,-2.2233633,-80.958462,Santa Elena Province,Ecuador,41.2,25,100,0,4.12,220
Jinotega,13.0883907,-85.9993997,Jinotega Department,Nicaragua,0,66.66666667,83.33333333,16.66666667,0,0
Chachoengsao,13.6904194,101.0779596,Chachoengsao,Thailand,26.2,75,100,0,2.62,257
Sandton,-26.1075663,28.0567007,Gauteng,South Africa,5.1,64.58333333,33.33333333,66.66666667,0.51,220
Jhang,31.2780683,72.3316761,Punjab,Pakistan,38.9,50,50,50,3.89,192
Ainaro,-8.9965182,125.5083136,Ainaro Municipality,Timor-Leste,18.2,100,75,25,1.82,35
Newcastle,-27.7138429,29.9971769,KwaZulu-Natal,South Africa,7.1,6.25,81.25,18.75,0.71,308
Ermelo,-26.5123582,29.9856157,Mpumalanga,South Africa,7.8,50,50,50,0.78,84
Pottsville,40.6856456,-76.195499,Pennsylvania,United States of America,22.4,75,0,100,2.24,157
Cambridge,-37.6190862,175.023346,Waikato Region,New Zealand,11.4,75,0,100,1.14,96
Cambridge,43.3616211,-80.3144276,Ontario,Canada,25.7,63.46153846,55.76923077,44.23076923,2.57,120
